tag,x,y,direction,x_variance,y_variance ,xy_covariance
big_orange,4.906451789,-0.033552114,0,0.1,0.1,0
big_orange,4.211421703,3.287310238,0,0.1,0.1,0
big_orange,5.829370557,3.872503796,0,0.1,0.1,0
big_orange,6.711559588,0.488799951,0,0.1,0.1,0
blue,18.17680403,15.70583861,0,0.1,0.1,0
blue,15.40579444,12.80291158,0,0.1,0.1,0
blue,13.51010564,9.808520094,0,0.1,0.1,0
blue,10.95853874,6.671061869,0,0.1,0.1,0
blue,20.78641015,18.02219488,0,0.1,0.1,0
blue,10.71810818,23.64535232,0,0.1,0.1,0
blue,15.29090892,25.50097857,0,0.1,0.1,0
blue,24.26430135,20.25490843,0,0.1,0.1,0
blue,18.66940879,28.16106741,0,0.1,0.1,0
blue,28.32434068,21.90012492,0,0.1,0.1,0
blue,21.92220906,30.71634961,0,0.1,0.1,0
blue,31.0254148,25.79077048,0,0.1,0.1,0
blue,23.78503575,32.78224072,0,0.1,0.1,0
blue,32.83006436,28.98239472,0,0.1,0.1,0
blue,29.48703262,34.81915611,0,0.1,0.1,0
blue,25.79421095,34.77449932,0,0.1,0.1,0
blue,32.20176652,33.44039247,0,0.1,0.1,0
blue,32.90434608,31.87604929,0,0.1,0.1,0
blue,2.81230262,21.64946624,0,0.1,0.1,0
blue,6.427935878,22.14101361,0,0.1,0.1,0
blue,-0.711752944,22.31542155,0,0.1,0.1,0
blue,-3.375433131,21.91412582,0,0.1,0.1,0
blue,-5.469445946,20.80514189,0,0.1,0.1,0
blue,-7.039942685,18.65414599,0,0.1,0.1,0
blue,-8.038974191,15.89267013,0,0.1,0.1,0
blue,-8.463473741,13.10294894,0,0.1,0.1,0
blue,-8.611131014,10.75148091,0,0.1,0.1,0
blue,-6.881294554,6.109147677,0,0.1,0.1,0
blue,-2.293654664,2.649375447,0,0.1,0.1,0
blue,-8.047093882,8.356317429,0,0.1,0.1,0
blue,-6.946138364,6.109653063,0,0.1,0.1,0
blue,-4.853489753,3.889095659,0,0.1,0.1,0
blue,-8.676572022,10.7250375,0,0.1,0.1,0
blue,1.775248444,2.897972679,0,0.1,0.1,0
blue,8.395255217,4.720222776,0,0.1,0.1,0
yellow,9.226343861,1.339867028,0,0.1,0.1,0
yellow,16.44840171,7.357748476,0,0.1,0.1,0
yellow,19.33592246,11.43281367,0,0.1,0.1,0
yellow,13.17189423,3.637124445,0,0.1,0.1,0
yellow,23.45175066,15.07938683,0,0.1,0.1,0
yellow,27.0627711,17.28073921,0,0.1,0.1,0
yellow,31.11573504,19.8549251,0,0.1,0.1,0
yellow,20.61570986,35.46696121,0,0.1,0.1,0
yellow,23.08352295,37.9339676,0,0.1,0.1,0
yellow,36.75966119,28.69295792,0,0.1,0.1,0
yellow,34.86133821,23.99158815,0,0.1,0.1,0
yellow,25.85320325,39.34210296,0,0.1,0.1,0
yellow,36.92619479,33.40679434,0,0.1,0.1,0
yellow,35.50949571,36.57301859,0,0.1,0.1,0
yellow,31.11533188,40.07777345,0,0.1,0.1,0
yellow,28.22880999,40.50038303,0,0.1,0.1,0
yellow,19.02722837,33.12375184,0,0.1,0.1,0
yellow,9.869514168,26.84143048,0,0.1,0.1,0
yellow,16.82681487,30.40136282,0,0.1,0.1,0
yellow,13.71607237,28.14691276,0,0.1,0.1,0
yellow,6.131084887,25.99241977,0,0.1,0.1,0
yellow,2.682097564,26.14123287,0,0.1,0.1,0
yellow,-1.346370724,26.25135706,0,0.1,0.1,0
yellow,-4.911469829,25.52853798,0,0.1,0.1,0
yellow,-9.113506866,23.0342787,0,0.1,0.1,0
yellow,-10.89422421,21.09594257,0,0.1,0.1,0
yellow,-12.6335665,12.96787424,0,0.1,0.1,0
yellow,-12.4621168,16.52223415,0,0.1,0.1,0
yellow,-12.28653085,10.50763774,0,0.1,0.1,0
yellow,-11.61945424,7.009683245,0,0.1,0.1,0
yellow,-9.851036979,3.612638755,0,0.1,0.1,0
yellow,-6.737972748,0.563646078,0,0.1,0.1,0
yellow,-2.065519104,-0.892887452,0,0.1,0.1,0
yellow,2.120385193,-0.987674646,0,0.1,0.1,0
